,Unnamed: 0,device,event_id,channel,timestamp_tz,active_power,active_power_delta,apparent_power,coil_reversed,complete,current,energy,energy_delta,evt_type,firmware,hz,phase_shift,reactive_power,reactive_power_delta,timestamp,voltage,wifi_strength,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8,peak_9,peak_10,harmonic_img_1,harmonic_img_2,harmonic_img_3,harmonic_img_4,harmonic_img_5,harmonic_img_6,harmonic_img_7,harmonic_img_8,harmonic_img_9,harmonic_real_1,harmonic_real_2,harmonic_real_3,harmonic_real_4,harmonic_real_5,harmonic_real_6,harmonic_real_7,harmonic_real_8,harmonic_real_9,hour
928,804,7,119062,1,2020-06-18 10:38:25.000000,188,-115.0,870.0,,False,3.613,1320690.0,0,2,89,50.0,76.6,809,212,2020-06-18 10:38:25.000000,240.773,50,4.7139999999999995,4.603,4.915,5.474,5.417999999999999,5.1339999999999995,5.004,4.814,4.875,5.053,-5283,3,1183,0,14,14,64,0,1,-1402,-8,1077,-1,-112,-14,227,3,57,10
450,583,7,118841,1,2020-06-18 10:06:54.000000,2342,266.0,2599.0,,False,11.078,1320236.0,6,1,89,50.0,13.0,549,547,2020-06-18 10:06:54.000000,234.68900000000002,55,10.131,10.073,10.083,10.228,10.467,10.380999999999998,10.432,10.748,10.950999999999999,11.139000000000001,-6537,6,1357,-9,24,-41,321,-19,59,-13450,-19,788,-21,318,4,242,11,39,10
91,324,7,114228,1,2020-06-15 08:52:25.000000,212,9.0,969.0,,False,3.9989999999999997,1320108.0,0,1,89,50.0,72.7,694,209,2020-06-15 08:52:25.000000,242.512,53,3.4960000000000004,3.568,3.583,3.96,,3.5780000000000003,3.549,3.5439999999999996,3.804,3.903,-4766,-1,1239,6,46,-51,155,19,16,-909,-9,714,-14,-64,21,153,6,14,8
969,198,7,114102,1,2020-06-15 08:31:13.000000,5,-211.0,39.0,,False,0.16,1320078.0,1,2,89,50.0,-44.2,-5,-866,2020-06-15 08:31:13.000000,244.25,50,3.898,4.547,4.268,3.758,4.281000000000001,3.9330000000000003,3.361,3.4810000000000003,3.583,3.3310000000000004,37,13,0,-1,0,0,0,0,0,-21,-9,-14,0,-3,-1,0,0,0,8
501,336,7,114240,1,2020-06-15 08:54:06.000000,181,-89.0,857.0,,False,3.56,1320110.0,0,2,89,50.0,76.2,745,164,2020-06-15 08:54:06.000000,240.773,53,2.55,2.532,2.6260000000000003,2.641,2.376,2.5340000000000003,,2.616,2.8710000000000004,3.161,-5098,-14,1397,-18,4,36,209,-4,51,-762,-23,602,-8,-72,37,105,-4,1,8
1027,764,7,119022,1,2020-06-18 10:33:09.000000,11,-90.0,16.0,,True,0.07,1320681.0,0,2,89,50.0,-4.2,0,-545,2020-06-18 10:33:09.000000,239.035,54,2.199,2.306,2.219,2.12,2.07,2.1919999999999997,2.046,2.1630000000000003,2.237,2.07,0,11,0,-1,0,0,0,0,0,-64,-9,-8,-1,0,0,0,0,0,10
955,339,7,114243,1,2020-06-15 08:54:37.000000,188,-25.0,881.0,,False,3.6489999999999996,1320111.0,0,2,89,50.0,75.5,746,284,2020-06-15 08:54:37.000000,241.643,53,3.61,4.001,4.197,4.172,4.053999999999999,4.217,4.047,,3.4989999999999997,3.3689999999999998,-5441,11,1273,18,1,-51,95,23,41,-1320,6,1037,-11,-141,-21,222,21,54,8
275,413,7,114317,1,2020-06-15 09:06:19.000000,318,78.0,1375.0,,False,,1320128.0,1,1,89,50.0,69.6,863,459,2020-06-15 09:06:19.000000,240.773,50,3.4739999999999998,3.29,2.344,0.191,0.17800000000000002,0.158,0.135,0.14,0.115,0.843,-6713,3,1775,8,-158,-19,145,-1,62,-1270,-28,1018,-14,-245,-1,176,4,103,9
438,538,7,118796,1,2020-06-18 10:00:55.000000,134,129.0,730.0,,False,3.034,1320155.0,0,1,89,50.0,76.9,587,594,2020-06-18 10:00:55.000000,240.773,61,1.6230000000000002,1.565,1.6480000000000001,1.679,1.92,1.909,1.89,2.044,2.151,2.237,-3514,-57,1046,-21,199,39,82,18,-74,-394,-31,293,-3,0,-16,-33,4,-31,10
702,310,7,114214,1,2020-06-15 08:50:26.000000,190,179.0,893.0,,False,3.7089999999999996,1320105.0,0,1,89,50.0,72.7,627,628,2020-06-15 08:50:26.000000,240.773,53,3.085,3.29,2.9739999999999998,3.255,3.333,3.222,3.427,3.4019999999999997,3.13,3.3789999999999996,-4857,26,1090,44,69,-72,44,23,-13,-1377,-4,1051,-34,-67,19,226,-11,9,8
430,27,7,113931,1,2020-06-15 08:08:22.000000,182,177.0,885.0,,False,3.6660000000000004,1319567.0,0,1,89,50.0,73.4,624,55,2020-06-15 08:08:22.000000,241.643,50,0.754,0.785,0.8640000000000001,1.001,1.065,1.092,1.107,1.146,1.173,1.194,-4656,-37,1151,-11,11,36,155,18,31,-1059,-26,778,28,51,-52,176,-8,-16,8
1021,24,7,113928,1,2020-06-15 08:08:03.000000,4,-162.0,14.0,,True,0.061,1319567.0,0,2,89,50.0,-56.9,-6,-723,2020-06-15 08:08:03.000000,239.035,50,0.064,0.064,0.066,0.064,0.059000000000000004,0.064,0.064,0.059000000000000004,0.055999999999999994,0.064,34,6,0,0,0,0,0,0,0,-16,-6,-4,0,0,0,0,0,0,8
1035,941,7,119199,1,2020-06-18 10:59:50.000000,214,-18.0,1071.0,,False,,1320721.0,0,2,89,50.0,48.5,244,-635,2020-06-18 10:59:50.000000,243.38099999999997,51,3.9019999999999997,3.968,3.648,3.986,4.27,4.08,4.235,4.735,4.516,4.288,36,11,0,-3,0,0,0,0,0,-24,-11,-13,0,0,0,0,0,0,10
32,729,7,118987,1,2020-06-18 10:26:16.000000,348,342.0,1411.0,,False,5.864,1320673.0,0,1,89,50.0,61.1,641,648,2020-06-18 10:26:16.000000,240.773,53,3.054,3.077,3.435,3.248,3.425,2.963,3.6430000000000002,3.085,3.653,4.253,-7608,11,1970,24,-199,0,72,-46,52,-1603,-19,1311,0,-376,-21,186,11,141,10
44,987,7,119245,1,2020-06-18 11:07:51.000000,81,61.0,480.0,,True,1.989,1320733.0,0,1,89,50.0,79.4,451,410,2020-06-18 11:07:51.000000,241.643,53,1.13,1.202,1.2770000000000001,1.2770000000000001,1.364,1.4480000000000002,1.5190000000000001,1.5619999999999998,1.577,1.5819999999999999,-2635,0,795,0,108,0,-8,0,-33,-585,0,447,0,19,0,-52,0,-47,11
261,448,7,114352,1,2020-06-15 09:10:57.000000,59,15.0,336.0,,False,1.392,1320133.0,0,1,89,50.0,78.3,291,67,2020-06-15 09:10:57.000000,241.643,54,1.392,1.445,1.476,1.4980000000000002,1.475,1.453,1.422,1.399,1.3459999999999999,1.291,-1438,19,623,0,-66,3,-66,0,0,-338,-9,272,-6,-90,-3,-69,1,31,9
193,673,7,118931,1,2020-06-18 10:18:36.000000,2100,-222.0,2100.0,,True,8.885,1320650.0,4,2,89,50.0,0.0,6,-993,2020-06-18 10:18:36.000000,236.42700000000002,51,,10.667,10.411,10.149,,8.883,8.881,8.881,8.877,8.881,174,4,-94,0,-41,0,69,0,0,-12513,-29,-14,-14,394,0,141,0,0,10
456,303,7,114207,1,2020-06-15 08:49:13.000000,11,-117.0,16.0,,True,,1320104.0,2,2,89,50.0,-3.8,0,-313,2020-06-15 08:49:13.000000,242.512,51,0.075,0.07400000000000001,0.07400000000000001,0.069,0.07,0.07200000000000001,0.07,0.07,0.069,0.07200000000000001,0,11,0,-1,0,0,0,0,0,-64,-8,-9,0,0,0,0,0,0,8
152,243,7,114147,1,2020-06-15 08:39:25.000000,11,-123.0,17.0,,True,0.07,1320089.0,2,2,89,50.0,-4.2,0,-306,2020-06-15 08:39:25.000000,241.643,54,0.095,0.09,0.08,0.084,0.077,0.08199999999999999,0.07400000000000001,0.07,,0.07400000000000001,0,9,0,-1,0,0,0,0,0,-64,-9,-8,0,-1,0,0,0,0,8
511,517,7,118775,1,2020-06-18 09:58:18.000000,87,-17.0,542.0,,False,2.303,1320151.0,0,2,89,50.0,79.8,498,-98,2020-06-18 09:58:18.000000,235.558,61,2.537,2.58,2.62,2.56,,2.758,2.5980000000000003,2.676,2.5540000000000003,2.6489999999999996,-3072,39,826,49,77,-3,37,-33,-4,-839,-28,679,-72,82,1,11,-11,-47,9
165,278,7,114182,1,2020-06-15 08:44:42.000000,187,,1018.0,,False,,1320097.0,1,1,89,50.0,74.5,683,280,2020-06-15 08:44:42.000000,244.25,51,3.9789999999999996,3.616,3.6489999999999996,3.78,3.6260000000000003,3.1260000000000003,3.377,3.659,3.262,0.135,-5082,-18,1506,23,-28,-4,209,1,26,-171,-13,79,-9,-59,-13,-80,-4,-8,8
770,837,7,119095,1,2020-06-18 10:42:53.000000,144,123.0,700.0,,False,,1320696.0,0,1,89,50.0,67.1,348,311,2020-06-18 10:42:53.000000,239.035,50,2.89,2.722,2.499,2.488,2.412,2.494,2.762,2.904,2.94,2.9130000000000003,-3618,0,980,-4,176,-6,75,8,-49,-610,-21,422,0,13,6,4,8,-52,10
71,153,7,114057,1,2020-06-15 08:24:48.000000,2413,266.0,2673.0,,False,,1319999.0,9,1,89,50.0,18.9,846,260,2020-06-15 08:24:48.000000,239.035,52,10.234,10.269,9.901,10.187000000000001,10.335,10.617,10.287,10.609000000000002,10.444,10.923,-5242,-8,1113,-6,-47,14,156,16,21,-13992,-39,1006,-13,295,-8,420,4,67,8
270,716,7,118974,1,2020-06-18 10:24:01.000000,11,-177.0,16.0,,True,0.069,1320670.0,0,2,89,50.0,-5.9,-1,-794,2020-06-18 10:24:01.000000,240.773,53,2.859,3.037,0.069,0.07400000000000001,0.07,0.07,0.066,0.069,0.066,0.069,1,11,0,0,0,0,0,0,0,-61,-13,-8,-1,-1,0,0,0,0,10
871,860,7,119118,1,2020-06-18 10:47:04.000000,119,-122.0,613.0,,False,2.549,1320702.0,0,2,89,50.0,76.2,495,235,2020-06-18 10:47:04.000000,240.773,54,3.824,3.545,3.862,3.897,3.4739999999999998,3.375,3.641,3.295,3.6210000000000004,3.841,-3595,0,965,-8,161,1,97,3,-18,-711,-19,534,-6,39,13,51,3,-47,10
925,600,7,118858,1,2020-06-18 10:09:00.000000,2123,-162.0,2147.0,,False,9.117,1320316.0,4,2,89,50.0,7.7,298,-459,2020-06-18 10:09:00.000000,235.558,55,8.847999999999999,8.847000000000001,8.844,8.85,8.85,8.845,,8.85,8.844,8.845,-1003,6,207,-4,0,0,85,0,18,-12498,-19,8,-3,417,0,112,0,0,10
726,411,7,114315,1,2020-06-15 09:05:56.000000,6,-267.0,51.0,,False,0.214,1320127.0,0,2,89,50.0,-20.0,-2,-817,2020-06-15 09:05:56.000000,238.166,50,,4.755,4.748,4.694,4.497,4.512,4.649,4.672,4.717,4.73,37,11,0,-1,0,0,0,0,0,-24,-9,-13,0,0,0,0,0,0,9
96,119,7,114023,1,2020-06-15 08:20:09.000000,2134,-222.0,2134.0,,True,8.962,1319826.0,4,2,89,50.0,17.2,663,-212,2020-06-15 08:20:09.000000,238.166,50,10.413,10.642000000000001,10.880999999999998,10.995,11.18,11.193,10.857000000000001,10.655,10.662,10.427999999999999,-5110,-23,1032,-16,4,64,207,3,23,-13797,-61,859,-13,318,-1,356,9,57,8
822,961,7,119219,1,2020-06-18 11:02:55.000000,5,-225.0,15.0,,True,,1320726.0,0,2,89,50.0,-53.7,-7,-736,2020-06-18 11:02:55.000000,242.512,55,0.059000000000000004,0.061,0.055999999999999994,0.062,0.061,0.062,0.061,0.061,0.064,0.057,36,9,0,-3,-1,0,0,0,0,-26,-11,-13,0,-1,0,0,0,0,11
544,242,7,114146,1,2020-06-15 08:38:32.000000,115,26.0,350.0,,True,1.45,1320087.0,1,1,89,50.0,68.9,305,-8,2020-06-15 08:38:32.000000,241.643,54,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,-1879,9,275,0,82,0,64,0,19,-846,-11,726,0,31,0,-72,0,-14,8
343,241,7,114145,1,2020-06-15 08:37:36.000000,103,-19.0,359.0,,False,1.486,1320086.0,0,2,89,50.0,71.3,313,-134,2020-06-15 08:37:36.000000,241.643,54,1.94,2.156,2.235,2.102,2.12,2.285,2.519,2.577,2.519,2.4090000000000003,-1805,8,504,0,57,0,1,0,0,-671,-14,597,-3,-37,-8,-105,4,-16,8
249,503,7,118761,1,2020-06-18 09:56:00.000000,107,,112.0,,False,0.475,1320150.0,0,1,89,50.0,-2.4,-4,2,2020-06-18 09:56:00.000000,,63,0.358,0.37200000000000005,0.387,0.405,0.415,0.43700000000000006,0.455,0.473,0.485,0.509,21,0,0,0,0,1,3,0,0,-696,0,-42,-1,24,-1,8,0,0,9
638,779,7,119037,1,2020-06-18 10:35:07.000000,225,-60.0,990.0,,False,4.143,1320685.0,0,2,89,50.0,73.4,763,477,2020-06-18 10:35:07.000000,239.035,54,3.8280000000000003,4.23,4.205,4.252,4.275,3.778,3.62,3.821,3.969,4.488,-5341,0,1310,0,-6,8,127,-4,31,-1159,-11,897,-1,-120,-42,202,4,57,10
1025,165,7,114069,1,2020-06-15 08:26:07.000000,2133,-176.0,2133.0,,True,8.959,1320052.0,4,2,89,50.0,0.0,-6,-847,2020-06-15 08:26:07.000000,,52,8.957,8.957,8.957,8.959,8.959,8.966000000000001,8.959,8.959,8.959,8.959,-425,3,-82,-3,28,0,115,0,13,-12630,-24,-26,-11,386,0,130,0,0,8
903,575,7,118833,1,2020-06-18 10:05:26.000000,2151,86.0,2213.0,,False,9.431000000000001,1320187.0,4,1,89,50.0,8.4,321,306,2020-06-18 10:05:26.000000,234.68900000000002,59,9.716000000000001,9.782,9.73,9.895,10.109,9.926,9.979,9.695,9.977,9.807,-4953,-37,971,46,199,3,310,19,36,-13077,-34,490,36,433,-77,211,14,-37,10
50,156,7,114060,1,2020-06-15 08:25:11.000000,2447,297.0,2756.0,,False,11.533,1320013.0,9,1,89,50.0,14.7,646,637,2020-06-15 08:25:11.000000,239.035,52,11.132,11.347999999999999,10.735999999999999,10.729000000000001,11.162,10.71,11.206,11.919,11.833,11.215,-7441,4,1684,18,-70,6,303,13,54,-13888,3,991,-3,166,-13,306,-3,108,8
978,141,7,114045,1,2020-06-15 08:23:16.000000,2311,191.0,2482.0,,False,10.421,1319939.0,5,1,89,50.0,20.7,878,592,2020-06-15 08:23:16.000000,238.166,50,10.411,10.066,10.035,10.038,10.048,10.333,10.395,10.523,10.729000000000001,10.725,-5783,-18,1155,-4,-9,26,234,0,36,-13794,-44,909,0,275,-8,331,0,72,8
398,949,7,119207,1,2020-06-18 11:01:15.000000,4,-261.0,15.0,,True,0.062,1320723.0,0,2,89,50.0,-55.8,-7,-536,2020-06-18 11:01:15.000000,243.38099999999997,51,4.712,4.727,4.877,5.626,4.88,4.162,4.796,4.445,3.748,4.38,37,11,0,-4,-3,0,0,0,0,-24,-9,-11,0,0,0,0,0,0,11
18,905,7,119163,1,2020-06-18 10:53:06.000000,21,-193.0,47.0,,True,0.196,1320711.0,0,2,89,50.0,62.2,40,-837,2020-06-18 10:53:06.000000,242.512,53,3.5469999999999997,3.2960000000000003,3.069,,3.045,2.9939999999999998,3.097,3.22,3.219,3.1660000000000004,-217,11,0,0,0,0,0,0,0,-123,0,-9,0,-1,0,0,0,0,10
548,641,7,118899,1,2020-06-18 10:14:21.000000,2287,230.0,2538.0,,False,10.936,1320508.0,4,1,89,50.0,13.0,537,521,2020-06-18 10:14:21.000000,232.081,53,11.218,10.767000000000001,10.975,10.802,10.556,11.097000000000001,10.739,10.832,11.302,10.776,-6086,-4,1244,21,-56,29,95,16,6,-14107,11,1326,-51,199,-13,381,-13,110,10
892,849,7,119107,1,2020-06-18 10:44:36.000000,95,4.0,348.0,,False,,1320699.0,1,1,89,50.0,72.4,301,-49,2020-06-18 10:44:36.000000,238.166,50,1.554,1.494,1.46,1.305,1.339,1.298,1.301,1.354,1.45,1.389,-1714,9,508,0,51,0,0,0,0,-582,-11,551,0,-54,0,-108,0,-6,10
671,321,7,114225,1,2020-06-15 08:52:02.000000,250,245.0,1101.0,,False,4.5569999999999995,1320108.0,1,1,89,50.0,74.1,894,901,2020-06-15 08:52:02.000000,241.643,53,2.7239999999999998,2.7960000000000003,2.95,2.978,3.278,3.458,3.3089999999999997,3.194,3.634,3.799,-5704,1,1410,3,-26,0,113,0,29,-1278,-23,1008,-1,-153,-8,209,0,67,8
1037,6,7,113910,1,2020-06-15 08:05:51.000000,152,37.0,731.0,,False,2.9939999999999998,1319563.0,0,1,89,50.0,76.6,647,96,2020-06-15 08:05:51.000000,,50,2.758,2.925,2.8360000000000003,2.97,2.9960000000000004,2.826,2.8739999999999997,2.872,2.8280000000000003,2.79,-3781,-49,1032,33,153,14,135,-23,-33,-737,-24,547,16,107,-9,4,0,-69,8
146,327,7,114231,1,2020-06-15 08:52:39.000000,27,-162.0,271.0,,False,1.123,1320108.0,0,2,89,50.0,62.2,53,-738,2020-06-15 08:52:39.000000,241.643,53,2.8310000000000004,2.9730000000000003,3.108,3.029,3.1910000000000003,3.177,3.0869999999999997,3.263,0.648,0.135,39,11,0,-1,0,0,0,0,0,-24,-8,-11,-1,-1,0,0,0,0,8
101,1000,7,119258,1,2020-06-18 11:11:06.000000,79,-20.0,444.0,,False,1.834,1320739.0,0,2,89,50.0,79.1,416,-118,2020-06-18 11:11:06.000000,242.512,53,2.049,2.036,1.93,2.07,2.008,2.022,2.021,1.933,2.083,2.037,-2560,0,821,0,100,0,-44,0,-36,-501,-8,363,-9,-1,-1,-49,14,-21,11
666,750,7,119008,1,2020-06-18 10:29:10.000000,36,-51.0,211.0,,False,0.879,1320676.0,0,2,89,50.0,81.2,247,-196,2020-06-18 10:29:10.000000,240.773,50,1.9680000000000002,1.984,1.895,1.719,1.857,1.692,1.504,,1.3,1.212,-1311,14,557,1,-70,0,-37,-1,-1,-364,-6,311,-3,-110,-3,-62,0,39,10
848,250,7,114154,1,2020-06-15 08:40:37.000000,65,-105.0,490.0,,False,2.036,1320091.0,1,2,89,50.0,59.7,112,-289,2020-06-15 08:40:37.000000,240.773,51,3.0669999999999997,3.0269999999999997,3.158,3.4410000000000003,3.301,3.3369999999999997,3.5069999999999997,3.3560000000000003,3.4410000000000003,3.8080000000000003,3,13,0,0,0,0,0,0,0,-62,-11,-11,0,-3,0,0,0,1,8
717,626,7,118884,1,2020-06-18 10:12:24.000000,2241,194.0,2413.0,,False,10.324000000000002,1320437.0,8,1,89,50.0,16.8,690,569,2020-06-18 10:12:24.000000,233.82,53,10.447000000000001,10.335,10.187999999999999,10.208,10.076,9.916,9.946,9.961,10.04,10.15,-3620,0,716,0,-125,52,-13,4,-8,-13886,-39,999,0,387,-39,404,9,56,10
30,501,7,114405,1,2020-06-15 09:30:39.000000,2,0.0,13.0,,True,0.057,1320150.0,1,5,89,50.0,-70.6,-6,0,2020-06-15 09:30:39.000000,240.773,52,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,41,11,0,-8,-6,0,0,0,1,-13,-9,-9,-3,-1,0,0,0,3,9
872,558,7,118816,1,2020-06-18 10:03:33.000000,136,-19.0,798.0,,False,3.3789999999999996,1320160.0,0,2,89,50.0,79.8,764,-15,2020-06-18 10:03:33.000000,236.42700000000002,59,2.915,2.889,2.9930000000000003,3.069,,3.083,3.324,3.4019999999999997,3.253,3.347,-4111,140,371,82,-1,72,-196,4,-31,-2074,64,1318,-110,54,19,36,-9,-19,10
496,704,7,118962,1,2020-06-18 10:22:47.000000,196,-64.0,959.0,,False,3.9989999999999997,1320668.0,0,2,89,50.0,74.8,730,167,2020-06-18 10:22:47.000000,239.90400000000002,53,3.58,3.4989999999999997,3.613,3.667,3.8080000000000003,3.966,3.958,3.826,3.88,4.095,-5313,-3,1237,8,19,-24,67,-8,19,-1343,-28,1046,-6,-108,-1,235,8,64,10
894,264,7,114168,1,2020-06-15 08:42:17.000000,4,,14.0,,True,,1320093.0,0,2,89,50.0,-55.5,-7,-1016,2020-06-15 08:42:17.000000,243.38099999999997,51,,0.094,0.08,0.08,0.079,0.061,0.064,0.07,0.075,0.07400000000000001,36,9,0,-1,0,0,0,0,0,-21,-8,-11,0,-1,-1,0,0,0,8
508,925,7,119183,1,2020-06-18 10:57:38.000000,95,78.0,510.0,,False,2.113,1320717.0,1,1,89,50.0,78.0,465,460,2020-06-18 10:57:38.000000,241.643,51,1.97,1.94,1.9609999999999999,1.867,1.902,1.983,2.003,,2.207,2.121,-3313,57,782,29,110,0,26,-13,16,-1016,0,772,-8,80,-41,66,-8,-64,10
712,793,7,119051,1,2020-06-18 10:36:48.000000,197,192.0,894.0,,False,3.74,1320688.0,1,1,89,50.0,74.5,731,738,2020-06-18 10:36:48.000000,239.035,54,3.91,4.078,4.224,,3.832,3.91,3.588,3.6839999999999997,4.131,4.2330000000000005,-4935,4,1242,-8,41,0,133,3,14,-1059,-23,829,-6,-51,36,176,0,11,10
768,740,7,118998,1,2020-06-18 10:27:58.000000,95,-81.0,576.0,,False,2.412,1320675.0,0,2,89,50.0,79.8,542,-140,2020-06-18 10:27:58.000000,,50,2.859,2.767,2.778,2.773,2.7760000000000002,2.943,2.838,3.037,3.0389999999999997,3.108,-2682,-46,874,16,140,33,-49,0,-75,-521,51,392,11,16,-13,-77,-8,-54,10
584,665,7,118923,1,2020-06-18 10:17:14.000000,2143,54.0,2194.0,,False,9.317,1320618.0,12,1,89,50.0,2.4,100,-559,2020-06-18 10:17:14.000000,235.558,51,10.317,10.289000000000001,10.175,10.083,10.222999999999999,10.3,10.208,10.126,10.135,10.065,-181,6,-100,-3,1,0,112,0,14,-12538,-21,-13,-9,429,0,135,0,0,10
90,14,7,113918,1,2020-06-15 08:06:54.000000,5,-172.0,14.0,,True,0.061,1319565.0,0,2,89,50.0,-53.0,-7,-726,2020-06-15 08:06:54.000000,243.38099999999997,50,2.9730000000000003,3.2289999999999996,3.3160000000000003,3.4530000000000003,3.4530000000000003,3.138,3.588,3.714,3.3110000000000004,3.471,34,9,0,0,0,0,0,0,0,-16,-3,-6,0,0,0,0,0,0,8
92,431,7,114335,1,2020-06-15 09:08:47.000000,73,,399.0,,False,1.663,1320131.0,0,2,89,50.0,78.3,364,-9,2020-06-15 09:08:47.000000,239.90400000000002,50,1.409,1.32,1.206,1.107,1.031,0.966,0.91,0.867,0.851,0.833,-1683,16,721,-6,-47,8,-99,0,-8,-280,-11,181,-6,-59,0,-46,1,9,9
11,18,7,113922,1,2020-06-15 08:07:31.000000,169,-40.0,797.0,,False,3.3110000000000004,,1,2,89,50.0,66.0,381,388,2020-06-15 08:07:31.000000,240.773,50,3.263,3.097,2.92,2.9019999999999997,3.032,2.89,2.838,2.7910000000000004,2.77,2.8139999999999996,-3781,64,577,59,4,29,-29,11,54,-1489,24,1031,89,140,-118,168,-62,14,8
753,281,7,114185,1,2020-06-15 08:45:04.000000,7,-157.0,,,False,0.37200000000000005,1320097.0,0,2,89,50.0,12.6,1,-769,2020-06-15 08:45:04.000000,243.38099999999997,51,2.905,2.57,2.7089999999999996,2.687,2.496,2.673,2.57,2.638,2.907,,34,9,0,-3,0,0,0,0,0,-24,-8,-11,0,-3,0,0,0,0,8
937,470,7,114374,1,2020-06-15 09:16:16.000000,67,-18.0,366.0,,False,,1320141.0,0,2,89,50.0,78.7,340,-42,2020-06-15 09:16:16.000000,242.512,54,1.805,1.6540000000000001,1.554,1.4680000000000002,1.483,1.361,1.2209999999999999,1.105,1.0190000000000001,,-1273,9,561,0,-75,3,-46,0,0,-344,-18,272,-3,-117,0,-59,-1,44,9
919,778,7,119036,1,2020-06-18 10:35:01.000000,286,80.0,1259.0,,True,5.25,1320685.0,1,1,89,50.0,44.6,286,-150,2020-06-18 10:35:01.000000,239.90400000000002,54,,4.039,3.661,3.7,3.773,3.263,3.0060000000000002,3.123,3.1889999999999996,3.346,-402,13,118,-1,-14,0,9,0,3,-110,-11,54,-1,-16,0,11,0,4,10
560,302,7,114206,1,2020-06-15 08:48:20.000000,120,-8.0,358.0,,True,1.4809999999999999,1320102.0,0,2,89,50.0,68.9,312,-23,2020-06-15 08:48:20.000000,,51,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,1.4809999999999999,-1915,3,364,-3,90,0,36,0,11,-778,-16,684,0,9,0,-87,0,-19,8
435,294,7,114198,1,2020-06-15 08:46:40.000000,42,-92.0,254.0,,False,1.037,1320100.0,1,2,89,50.0,80.8,267,-312,2020-06-15 08:46:40.000000,245.12,51,2.479,2.4,2.384,2.668,2.6889999999999996,2.575,2.585,2.478,2.252,2.313,-1455,11,630,0,-74,0,-70,0,3,-330,-14,252,-4,-84,-3,-64,0,24,8
305,127,7,114031,1,2020-06-15 08:21:05.000000,2271,-38.0,2405.0,,False,10.172,1319858.0,1,2,89,50.0,18.9,791,46,2020-06-15 08:21:05.000000,236.42700000000002,50,10.512,10.642000000000001,10.304,10.307,10.452,10.314,10.357999999999999,10.581,10.505,10.299000000000001,-3634,-1,711,4,-140,-6,-36,-1,-6,-14099,-56,1056,-14,343,-3,415,0,52,8
258,160,7,114064,1,2020-06-15 08:25:36.000000,2286,-33.0,2424.0,,False,10.14,1320033.0,4,2,89,50.0,4.5,194,-428,2020-06-15 08:25:36.000000,239.035,52,10.282,10.538,10.677,10.535,10.533,10.530999999999999,10.665,10.886,11.100999999999999,8.898,-277,0,-99,0,14,1,107,0,11,-12647,-21,-4,3,407,-9,136,0,0,8
878,964,7,119222,1,2020-06-18 11:03:29.000000,316,288.0,1249.0,,False,5.115,1320727.0,0,1,89,50.0,61.8,594,601,2020-06-18 11:03:29.000000,244.25,55,4.857,5.341,5.492000000000001,5.89,5.156000000000001,5.4,5.747999999999999,5.0169999999999995,4.3919999999999995,4.141,-6651,6,1519,-8,-26,-8,47,0,13,-1806,-49,1366,-14,-264,56,254,-1,113,11
1000,936,7,119194,1,2020-06-18 10:59:07.000000,4,-207.0,14.0,,True,,1320719.0,0,2,89,50.0,89.2,779,-29,2020-06-18 10:59:07.000000,243.38099999999997,51,3.733,3.3310000000000004,3.415,3.912,4.276,4.678999999999999,5.032,4.867,4.522,4.453,-6298,26,1460,0,-54,-3,13,0,-4,-1714,-13,1371,-4,-278,0,219,0,120,10
273,591,7,118849,1,2020-06-18 10:08:03.000000,2205,322.0,2340.0,,False,,1320278.0,4,1,89,50.0,16.5,666,665,2020-06-18 10:08:03.000000,230.343,55,10.032,10.007,10.061,10.175,10.357999999999999,10.548,10.477,10.53,10.485,10.503,-4722,-34,928,-37,62,66,227,0,52,-13513,-47,798,-14,430,36,318,1,11,10
703,999,7,119257,1,2020-06-18 11:11:05.000000,100,78.0,592.0,,False,2.4330000000000003,1320739.0,0,1,89,50.0,79.1,534,495,2020-06-18 11:11:05.000000,243.38099999999997,53,1.402,1.386,1.4909999999999999,1.5190000000000001,1.6130000000000002,1.6130000000000002,1.795,1.735,1.874,1.953,-3115,16,846,0,191,-1,18,3,-61,-668,-18,478,0,62,-6,-47,0,-69,11
169,386,7,114290,1,2020-06-15 09:02:39.000000,4,-257.0,14.0,,True,,1320122.0,0,2,89,50.0,-54.4,-6,-975,2020-06-15 09:02:39.000000,,54,3.565,3.11,2.841,2.905,2.971,2.696,2.379,2.427,2.762,3.1839999999999997,34,9,0,-1,0,0,0,0,0,-21,-8,-11,0,-1,0,0,0,0,9
98,227,7,114131,1,2020-06-15 08:35:36.000000,28,-149.0,48.0,,True,0.198,1320084.0,1,2,89,50.0,52.0,36,-545,2020-06-15 08:35:36.000000,243.38099999999997,54,3.036,2.9610000000000003,3.3489999999999998,3.405,3.141,3.21,3.103,2.826,2.838,3.052,-209,8,0,-4,0,0,0,0,0,-151,-14,-9,0,-1,0,0,0,0,8
